Individual	Parent1	Parent2	Pedigree	Synonyms	Comment
Pharaoh	Forrest	V71-480	( Forrest , V71-480 ( V63-76 ( Hill , D53-354 ( D49-2525 ( S-100 ( Illini ( A.K. , - ) , - ) , C.N.S. ( Clemson ( PI_71659 , - ) , - ) ) ( S-100 ( Illini ( A.K. , - ) , - ) ( Illini ( A.K. , - ) ( A.K. , - ) , - ) , C.N.S. ( Clemson ( PI_71659 , - ) , - ) ( Clemson ( PI_71659 , - ) ( PI_71659 , - ) , - ) ) , L46-5679 ( Lincoln ( Mandarin ( PI_36653 , - ) , Manchu ( PI_30593 , - ) ) , Richland ) ( Lincoln ( Mandarin ( PI_36653 , - ) , Manchu ( PI_30593 , - ) ) ( Mandarin ( PI_36653 , - ) ( PI_36653 , - ) , Manchu ( PI_30593 , - ) ( PI_30593 , - ) ) , Richland ) ) ) , V66-318 ( D53-184 ( D49-2525 ( S-100 ( Illini ( A.K. , - ) , - ) , C.N.S. ( Clemson ( PI_71659 , - ) , - ) ) , L46-5679 ( Lincoln ( Mandarin ( PI_36653 , - ) , Manchu ( PI_30593 , - ) ) , Richland ) ) , J22 ( L37-1355 ( PI_81041 , - ) , Arksoy_2913 ( Arksoy ( PI_35335 , - ) , - ) ) ) ) )	PI 548645	-
Pioneer_91B01	Asgrow_A2234	Pioneer_P9061	( Asgrow_A2234 , Pioneer_P9061 )	-	-
Pioneer_P1082	Wells	Wilkin	( Wells , Wilkin )	PI 556667	Pioneer Hi-Bred International, Inc., PVP 8200115
Pioneer_P1981	Beeson	Williams	( Beeson , Williams )	PI 556591	Pioneer Hi-Bred International, Inc., PVP 8000102
Pioneer_P2180	Swift	Calland	( Swift , Calland )	PI 556640	Pioneer Hi-Bred International, Inc., PVP 8000029
Pioneer_P2480	Corsoy	Beeson	( Corsoy , Beeson )	PI 556641	Pioneer Hi-Bred International, Inc., PVP 8000030
Pioneer_P3081	Williams	Woodworth	( Williams , Woodworth )	PI 556592	Pioneer Hi-Bred International, Inc., PVP 8000103
Pioneer_P3481	Williams	Woodworth	( Williams , Woodworth )	PI 556671	Pioneer Hi-Bred International, Inc., PVP 8000104
Pioneer_P3580	Williams	Woodworth	( Williams , Woodworth )	PI 556668	Pioneer Hi-Bred International, Inc., PVP 8000026
Pioneer_P3981	Williams	Cutler_71	( Williams , Cutler_71 )	PI 556594	Pioneer Hi-Bred International, Inc., PVP 8000105
Pioneer_P4280	Williams	Woodworth	( Williams , Woodworth )	PI 556589	Pioneer Hi-Bred International, Inc., PVP 8000024
Pioneer_P4880	Mitchell	Cutler_71	( Mitchell ( Amsoy , Wayne ) , Cutler_71 )	PI 556590	Pioneer Hi-Bred International, Inc., PVP 8000025
Pioneer_P5482	Dare	Forrest	( Dare , Forrest )	PI 556669	Pioneer Hi-Bred International, Inc., PVP 8200116
Pioneer_P83-14	Amsoy	Beeson	( Amsoy , Beeson )	PI 556498	Pioneer Hi-Bred International, Inc., PVP 7300063
Pioneer_P9004	M83-442	McCall	( M83-442 ( M71-148 ( Clay , Evans ) , Pioneer_P0877 ) , McCall )	-	Parentage conflict. NUST 2014-NUST 2004
Pioneer_P9162	Pioneer_P2981	Asgrow_A1937	( Pioneer_P2981 , Asgrow_A1937 ( Hodgson , D3003 ( Wayne , - ) ) )	PI 542065	Pioneer Hi-Bred International, Inc., PVP 9000190
Pioneer_P9171	Pioneer_P9271	Asgrow_A3127	( Pioneer_P9271 , Asgrow_A3127 ( Williams , Essex ) )	PI 542056	Pioneer Hi-Bred International, Inc., PVP 9000181
Pioneer_P9181	Beeson	Williams	( Beeson , Williams )	-	Parent conflict. Parentage from NUST 2007 and 2012.
Pioneer_P9191	HP_2530	Pioneer_P3981	( HP_2530 , Pioneer_P3981 ( Williams , Cutler_71 ) )	PI 542057	Pioneer Hi-Bred International, Inc., PVP 9000182
Pioneer_P9221	Pioneer_P1677	Franklin	( Pioneer_P1677 , Franklin )	PI 542058	Pioneer Hi-Bred International, Inc., PVP 9000183
Pioneer_P9241	0624-32	Pioneer_P2981	( 0624-32 , Pioneer_P2981 )	PI 542059	Pioneer Hi-Bred International, Inc., PVP 9000184, Parentage conflict. Parentage from PVP application.
Pioneer_P9268-003	PI_92718-2	Pioneer_P9271	( PI_92718-2 , Pioneer_P9271 )	-	-
Pioneer_P9273	Pioneer_P2981	Asgrow_A3127	( Pioneer_P2981 , Asgrow_A3127 ( Williams , Essex ) )	PI 542060	Pioneer Hi-Bred International, Inc., PVP 9000185
Pioneer_P9311	Asgrow_A1937	Asgrow_A3127	( Asgrow_A1937 ( Hodgson , D3003 ( Wayne , - ) ) , Asgrow_A3127 ( Williams , Essex ) )	PI 542061	Pioneer Hi-Bred International, Inc., PVP 9000186
Pioneer_P9392	Asgrow_A3127	Gnome	( Asgrow_A3127 ( Williams , Essex ) , Gnome )	PI 550730	Pioneer Hi-Bred International, Inc., PVP 9100182
Pioneer_P9443	Douglas	Fayette	( Douglas , Fayette )	PI 550731	Pioneer Hi-Bred International, Inc., PVP 9100183
Pioneer_P9521	Pioneer_P9531	Pioneer_P9561	( Pioneer_P9531 , Pioneer_P9561 ( Mack , Forrest ) )	PI 550735	Pioneer Hi-Bred International, Inc., PVP 9100187
Pioneer_P9551	J74-45	1095C42	( J74-45 , 1095C42 )	PI 550733	Pioneer Hi-Bred International, Inc., PVP 9100185
Pioneer_P9561	Mack	Forrest	( Mack , Forrest )	PI 556670	Pioneer Hi-Bred International, Inc., PVP 8200119, Parentage conflict literature says Forrest x Mack
Pioneer_P9583	Pioneer_P9591	Pioneer_P9471	( Pioneer_P9591 , Pioneer_P9471 )	PI 550734	Pioneer Hi-Bred International, Inc., PVP 9100186
Pioneer_P9593	2177-57	Pioneer_P9561	( 2177-57 , Pioneer_P9561 ( Mack , Forrest ) )	PI 550732	Pioneer Hi-Bred International, Inc., PVP 9100184
Pioneer_P9761	2178-33	2029-14	( 2178-33 , 2029-14 )	PI 550736	Pioneer Hi-Bred International, Inc., PVP 9100188
Pontiac	Corsoy	Beeson	( Corsoy , Beeson )	PI 556486	Agripro Seeds, Inc., PVP 7400081
Prichard_RR	Prichard	MON_RR	( Prichard , MON_RR )	-	Presumably based on Prichard
Pride_B216	Corsoy	Wayne	( Corsoy , Wayne )	-	-
Pride_B236	Northrup_King_S1346	AgriPro_25	( Northrup_King_S1346 ( A55-4629-4 ( Roanoke , Hawkeye ) , PI_257435 ) , AgriPro_25 )	Pride PEX100	-
Pridesoy_57	Pridesoy	-	( Pridesoy , - )	PI 548680	selection from Pridesoy
Pro5-10	G03-3385	N06-10035	( G03-3385 ( Benning , PI_619083 ) , N06-10035 ( Young , N6202 ( N6201 , N95-7390 ( Young , Fukuyutaka ( Oka_Daizu , Shiro_Daizu_3 ) ) ) ) )	-	Selection from population Pro5
Probst	Spencer	Resnik	( Spencer , Resnik )	PI 587185, C1832, CX1164-77	PVP 9500079
Profiseed_1138	Hark	PI_68430	( Hark , PI_68430 )	-	-
Prohio	HC94-81PR	Asgrow_A2506	( HC94-81PR , Asgrow_A2506 )	-	NAM Strain
Proto	M70-504	M69-42	( M70-504 ( M63-87 ( Chippewa , PI_261475 ) , Bitterhof ) , M69-42 ( M63-158 ( PI_261475 , Pridesoy_II ) , Provar ) )	-	-
