Individual	Parent1	Parent2	Pedigree	Synonyms	Comment
TN02-169	Fowler	MD94-5396	( Fowler , MD94-5396 ( Ripley , Clifford ) )	-	-
TN02-205	TN94-213	MD94-5396	( TN94-213 ( S85-1009 ( Bedford , Essex ) , Hutcheson ) , MD94-5396 ( Ripley , Clifford ) )	-	-
TN02-225	Fowler	Anand	( Fowler , Anand )	-	-
TN02-226	Fowler	Anand	( Fowler , Anand )	-	-
TN02-275	Fowler	Anand	( Fowler , Anand )	-	-
TN02-283	Fowler	Anand	( Fowler , Anand )	-	-
TN03-217	N94-7440	MFS-553	( N94-7440 ( NTCPR90-143 ( GaSoy17 , Vance ) , Pearl ( G80-1515 ( Pickett_71 , Bedford ) , Vance ) ) , MFS-553 ( Essex , Camp ) )	-	-
TN03-234	Terral_TV5797	TN4-94	( Terral_TV5797 ( TN5-85 , DPL_415 ( Essex , DPX_436 ( Pickett_71 , York ) ) ) , TN4-94 ( TN4-86 , TN84-87 ( V75-345 ( Essex , Shore ) , S76-2229 ( Forrest , V71-480 ( V63-76 ( Hill , D53-354 ( D49-2525 ( S-100 ( Illini ( A.K. , - ) , - ) , C.N.S. ( Clemson ( PI_71659 , - ) , - ) ) ( S-100 ( Illini ( A.K. , - ) , - ) ( Illini ( A.K. , - ) ( A.K. , - ) , - ) , C.N.S. ( Clemson ( PI_71659 , - ) , - ) ( Clemson ( PI_71659 , - ) ( PI_71659 , - ) , - ) ) , L46-5679 ( Lincoln ( Mandarin ( PI_36653 , - ) , Manchu ( PI_30593 , - ) ) , Richland ) ( Lincoln ( Mandarin ( PI_36653 , - ) , Manchu ( PI_30593 , - ) ) ( Mandarin ( PI_36653 , - ) ( PI_36653 , - ) , Manchu ( PI_30593 , - ) ( PI_30593 , - ) ) , Richland ) ) ) , V66-318 ( D53-184 ( D49-2525 ( S-100 ( Illini ( A.K. , - ) , - ) , C.N.S. ( Clemson ( PI_71659 , - ) , - ) ) , L46-5679 ( Lincoln ( Mandarin ( PI_36653 , - ) , Manchu ( PI_30593 , - ) ) , Richland ) ) , J22 ( L37-1355 ( PI_81041 , - ) , Arksoy_2913 ( Arksoy ( PI_35335 , - ) , - ) ) ) ) ) ) ) )	-	-
TN03-235	Terral_TV5797	TN4-94_	( Terral_TV5797 ( TN5-85 , DPL_415 ( Essex , DPX_436 ( Pickett_71 , York ) ) ) , TN4-94_ )	-	-
TN03-349	TN93-99	PI_416937	( TN93-99 , PI_416937 )	-	-
TN04-089	5601T	TN99-368	( 5601T ( Hutcheson , TN89-39 ( TN81-2 ( Lee_74 , Mitchell ( Amsoy , Wayne ) ) , TN80-69 ( Essex , J74-40 ) ) ) , TN99-368 )	-	-
TN04-124	5601T	S94-1867	( 5601T ( Hutcheson , TN89-39 ( TN81-2 ( Lee_74 , Mitchell ( Amsoy , Wayne ) ) , TN80-69 ( Essex , J74-40 ) ) ) , S94-1867 ( Pioneer_P9592 , S91-1693 ) )	-	-
TN04-5321	Prolina	TN93-99	( Prolina , TN93-99 )	-	-
TN05-3027	LG01-3733	LG97-9301	( LG01-3733 ( Rend , LG97-9301 ( LG89-7793 ( PI_391594 , Century ) , LG88-8958 ( PI_253665D , PI_283331 ) ) ( LG89-7793 ( PI_391594 , Century ) ( PI_391594 , Century ) , LG88-8958 ( PI_253665D , PI_283331 ) ( PI_253665D , PI_283331 ) ) ) , LG97-9301 ( LG89-7793 ( PI_391594 , Century ) , LG88-8958 ( PI_253665D , PI_283331 ) ) ( LG89-7793 ( PI_391594 , Century ) ( PI_391594 , Century ) , LG88-8958 ( PI_253665D , PI_283331 ) ( PI_253665D , PI_283331 ) ) )	-	= F3:5 Rend
TN05-4008	LG01-1745	HS93-4118	( LG01-1745 , HS93-4118 ( IA2007 ( Pride_B152 , A80-244003 ( Northrup_King_S1492 ( Corsoy , Wayne ) , Pella ) ) , Dairyland_DSR304 ( Williams , - ) ) )	-	= F3:5 LG97-9015
TN05-4034	N98-4445	S99-4074	( N98-4445 , S99-4074 )	-	-
TN05-5109	S97-1688	CX1834-1-2	( S97-1688 ( S91-1381 ( Hartz_H5370 , Hartwig ) , Hartz_H5810 ) , CX1834-1-2 ( Athow , M153-1-4-6-14 ( CX1515-4 ( CRS3-998-24-1 , C1813 ( C1655 ( Hobbit , Century ) , Pella_86 ) ) , - ) ) )	-	-
TN05-5118	560T	CX1834-1-2	( 560T , CX1834-1-2 ( Athow , M153-1-4-6-14 ( CX1515-4 ( CRS3-998-24-1 , C1813 ( C1655 ( Hobbit , Century ) , Pella_86 ) ) , - ) ) )	-	-
TN06-181	5601T	S97-1688	( 5601T ( Hutcheson , TN89-39 ( TN81-2 ( Lee_74 , Mitchell ( Amsoy , Wayne ) ) , TN80-69 ( Essex , J74-40 ) ) ) , S97-1688 ( S91-1381 ( Hartz_H5370 , Hartwig ) , Hartz_H5810 ) )	-	-
TN07-621	TN02-302	U98-307917	( TN02-302 , U98-307917 ( U94-2306 ( Holt ( Sherman , Harper ) , Dairyland_DSR304 ( Williams , - ) ) , A92-525014 ( IA2008 ( BSR_101 , A80-244003 ( Northrup_King_S1492 ( Corsoy , Wayne ) , Pella ) ) , Kenwood ) ) )	-	-
TN07-694	TN02-204	TN02-303	( TN02-204 , TN02-303 )	-	-
TN07-700	LS97-1610	TN02-225	( LS97-1610 ( S90-1435 , Manokin ) , TN02-225 ( Fowler , Anand ) )	-	-
TN07-754	5601T	5002T	( 5601T ( Hutcheson , TN89-39 ( TN81-2 ( Lee_74 , Mitchell ( Amsoy , Wayne ) ) , TN80-69 ( Essex , J74-40 ) ) ) , 5002T )	-	-
TN08-098	TN99-117	MD96-5722	( TN99-117 ( N92-189 ( AU82-211 ( N73-693 ( D68-216 ( Dyer , Bragg ) , Ransom ) , F76-8757 ) , N85-578 ) , V90-1012 ) , MD96-5722 ( KS4694 ( Sherman , Toano ( Ware , Essex ) ) , Corsica ) )	-	-
TN08-100	5601T	PI_417088	( 5601T ( Hutcheson , TN89-39 ( TN81-2 ( Lee_74 , Mitchell ( Amsoy , Wayne ) ) , TN80-69 ( Essex , J74-40 ) ) ) , PI_417088 )	-	-
TN08-101	5601T	PI_417088	( 5601T ( Hutcheson , TN89-39 ( TN81-2 ( Lee_74 , Mitchell ( Amsoy , Wayne ) ) , TN80-69 ( Essex , J74-40 ) ) ) , PI_417088 )	-	-
TN08-106	TN02-303	S98-1375	( TN02-303 , S98-1375 ( N90-516 ( Hutcheson , N83-1014 ( GaSoy_17 ( Bragg , Hood ) , N77-940 ( N70-1540 ( Dare , D65-6765 ( D58-3358 , D59-9289 ( D51-4877 ( Roanoke , N45-745 ( Ogden ( Tokyo ( PI_8424 , - ) , PI_54610 ) ( Tokyo ( PI_8424 , - ) ( PI_8424 , - ) , PI_54610 ) , C.N.S. ( Clemson ( PI_71659 , - ) , - ) ) ) , D55-4168 ( Ogden ( Tokyo ( PI_8424 , - ) , PI_54610 ) , Biloxi ( PI_23211 , - ) ) ) ) ) , Centennial ) ) ) , S92-1666 ( Hartz_H5164 , Hartwig ) ) )	-	-
TN08-109	TN02-303	S98-1375	( TN02-303 , S98-1375 ( N90-516 ( Hutcheson , N83-1014 ( GaSoy_17 ( Bragg , Hood ) , N77-940 ( N70-1540 ( Dare , D65-6765 ( D58-3358 , D59-9289 ( D51-4877 ( Roanoke , N45-745 ( Ogden ( Tokyo ( PI_8424 , - ) , PI_54610 ) ( Tokyo ( PI_8424 , - ) ( PI_8424 , - ) , PI_54610 ) , C.N.S. ( Clemson ( PI_71659 , - ) , - ) ) ) , D55-4168 ( Ogden ( Tokyo ( PI_8424 , - ) , PI_54610 ) , Biloxi ( PI_23211 , - ) ) ) ) ) , Centennial ) ) ) , S92-1666 ( Hartz_H5164 , Hartwig ) ) )	-	-
TN08-113	TN02-303	S98-1375	( TN02-303 , S98-1375 ( N90-516 ( Hutcheson , N83-1014 ( GaSoy_17 ( Bragg , Hood ) , N77-940 ( N70-1540 ( Dare , D65-6765 ( D58-3358 , D59-9289 ( D51-4877 ( Roanoke , N45-745 ( Ogden ( Tokyo ( PI_8424 , - ) , PI_54610 ) ( Tokyo ( PI_8424 , - ) ( PI_8424 , - ) , PI_54610 ) , C.N.S. ( Clemson ( PI_71659 , - ) , - ) ) ) , D55-4168 ( Ogden ( Tokyo ( PI_8424 , - ) , PI_54610 ) , Biloxi ( PI_23211 , - ) ) ) ) ) , Centennial ) ) ) , S92-1666 ( Hartz_H5164 , Hartwig ) ) )	-	-
TN08-114	TN02-303	S98-1375	( TN02-303 , S98-1375 ( N90-516 ( Hutcheson , N83-1014 ( GaSoy_17 ( Bragg , Hood ) , N77-940 ( N70-1540 ( Dare , D65-6765 ( D58-3358 , D59-9289 ( D51-4877 ( Roanoke , N45-745 ( Ogden ( Tokyo ( PI_8424 , - ) , PI_54610 ) ( Tokyo ( PI_8424 , - ) ( PI_8424 , - ) , PI_54610 ) , C.N.S. ( Clemson ( PI_71659 , - ) , - ) ) ) , D55-4168 ( Ogden ( Tokyo ( PI_8424 , - ) , PI_54610 ) , Biloxi ( PI_23211 , - ) ) ) ) ) , Centennial ) ) ) , S92-1666 ( Hartz_H5164 , Hartwig ) ) )	-	-
TN08-118	TN02-224	N99-510	( TN02-224 , N99-510 ( N92-32 ( N85-492 ( N77-179 ( N70-1549 ( Dare , D65-6765 ( D58-3358 , D59-9289 ( D51-4877 ( Roanoke , N45-745 ( Ogden ( Tokyo ( PI_8424 , - ) ( PI_8424 , - ) , PI_54610 ) ( Tokyo ( PI_8424 , - ) ( PI_8424 , - ) ( PI_8424 , - ) , PI_54610 ) , C.N.S. ( Clemson ( PI_71659 , - ) , - ) ) ) , D55-4168 ( Ogden ( Tokyo ( PI_8424 , - ) ( PI_8424 , - ) , PI_54610 ) , Biloxi ( PI_23211 , - ) ) ) ) ( D58-3358 , D59-9289 ( D51-4877 ( Roanoke , N45-745 ( Ogden ( Tokyo ( PI_8424 , - ) ( PI_8424 , - ) , PI_54610 ) ( Tokyo ( PI_8424 , - ) ( PI_8424 , - ) ( PI_8424 , - ) , PI_54610 ) , C.N.S. ( Clemson ( PI_71659 , - ) , - ) ) ) , D55-4168 ( Ogden ( Tokyo ( PI_8424 , - ) ( PI_8424 , - ) , PI_54610 ) , Biloxi ( PI_23211 , - ) ) ) ( D51-4877 ( Roanoke , N45-745 ( Ogden ( Tokyo ( PI_8424 , - ) ( PI_8424 , - ) , PI_54610 ) ( Tokyo ( PI_8424 , - ) ( PI_8424 , - ) ( PI_8424 , - ) , PI_54610 ) , C.N.S. ( Clemson ( PI_71659 , - ) , - ) ) ) ( Roanoke , N45-745 ( Ogden ( Tokyo ( PI_8424 , - ) ( PI_8424 , - ) , PI_54610 ) ( Tokyo ( PI_8424 , - ) ( PI_8424 , - ) ( PI_8424 , - ) , PI_54610 ) , C.N.S. ( Clemson ( PI_71659 , - ) , - ) ) ( Ogden ( Tokyo ( PI_8424 , - ) ( PI_8424 , - ) , PI_54610 ) ( Tokyo ( PI_8424 , - ) ( PI_8424 , - ) ( PI_8424 , - ) , PI_54610 ) ( Tokyo ( PI_8424 , - ) ( PI_8424 , - ) ( PI_8424 , - ) ( PI_8424 , - ) , PI_54610 ) ( Tokyo ( PI_8424 , - ) ( PI_8424 , - ) ( PI_8424 , - ) ( PI_8424 , - ) ( PI_8424 , - ) , PI_54610 ) , C.N.S. ( Clemson ( PI_71659 , - ) , - ) ( Clemson ( PI_71659 , - ) ( PI_71659 , - ) , - ) ) ) , D55-4168 ( Ogden ( Tokyo ( PI_8424 , - ) ( PI_8424 , - ) , PI_54610 ) , Biloxi ( PI_23211 , - ) ) ( Ogden ( Tokyo ( PI_8424 , - ) ( PI_8424 , - ) , PI_54610 ) ( Tokyo ( PI_8424 , - ) ( PI_8424 , - ) ( PI_8424 , - ) , PI_54610 ) ( Tokyo ( PI_8424 , - ) ( PI_8424 , - ) ( PI_8424 , - ) ( PI_8424 , - ) , PI_54610 ) , Biloxi ( PI_23211 , - ) ( PI_23211 , - ) ) ) ) ( D58-3358 , D59-9289 ( D51-4877 ( Roanoke , N45-745 ( Ogden ( Tokyo ( PI_8424 , - ) ( PI_8424 , - ) , PI_54610 ) ( Tokyo ( PI_8424 , - ) ( PI_8424 , - ) ( PI_8424 , - ) , PI_54610 ) , C.N.S. ( Clemson ( PI_71659 , - ) , - ) ) ) , D55-4168 ( Ogden ( Tokyo ( PI_8424 , - ) ( PI_8424 , - ) , PI_54610 ) , Biloxi ( PI_23211 , - ) ) ) ( D51-4877 ( Roanoke , N45-745 ( Ogden ( Tokyo ( PI_8424 , - ) ( PI_8424 , - ) , PI_54610 ) ( Tokyo ( PI_8424 , - ) ( PI_8424 , - ) ( PI_8424 , - ) , PI_54610 ) , C.N.S. ( Clemson ( PI_71659 , - ) , - ) ) ) ( Roanoke , N45-745 ( Ogden ( Tokyo ( PI_8424 , - ) ( PI_8424 , - ) , PI_54610 ) ( Tokyo ( PI_8424 , - ) ( PI_8424 , - ) ( PI_8424 , - ) , PI_54610 ) , C.N.S. ( Clemson ( PI_71659 , - ) , - ) ) ( Ogden ( Tokyo ( PI_8424 , - ) ( PI_8424 , - ) , PI_54610 ) ( Tokyo ( PI_8424 , - ) ( PI_8424 , - ) ( PI_8424 , - ) , PI_54610 ) ( Tokyo ( PI_8424 , - ) ( PI_8424 , - ) ( PI_8424 , - ) ( PI_8424 , - ) , PI_54610 ) ( Tokyo ( PI_8424 , - ) ( PI_8424 , - ) ( PI_8424 , - ) ( PI_8424 , - ) ( PI_8424 , - ) , PI_54610 ) , C.N.S. ( Clemson ( PI_71659 , - ) , - ) ( Clemson ( PI_71659 , - ) ( PI_71659 , - ) , - ) ) ) , D55-4168 ( Ogden ( Tokyo ( PI_8424 , - ) ( PI_8424 , - ) , PI_54610 ) , Biloxi ( PI_23211 , - ) ) ( Ogden ( Tokyo ( PI_8424 , - ) ( PI_8424 , - ) , PI_54610 ) ( Tokyo ( PI_8424 , - ) ( PI_8424 , - ) ( PI_8424 , - ) , PI_54610 ) ( Tokyo ( PI_8424 , - ) ( PI_8424 , - ) ( PI_8424 , - ) ( PI_8424 , - ) , PI_54610 ) , Biloxi ( PI_23211 , - ) ( PI_23211 , - ) ) ) ( D51-4877 ( Roanoke , N45-745 ( Ogden ( Tokyo ( PI_8424 , - ) ( PI_8424 , - ) , PI_54610 ) ( Tokyo ( PI_8424 , - ) ( PI_8424 , - ) ( PI_8424 , - ) , PI_54610 ) , C.N.S. ( Clemson ( PI_71659 , - ) , - ) ) ) ( Roanoke , N45-745 ( Ogden ( Tokyo ( PI_8424 , - ) ( PI_8424 , - ) , PI_54610 ) ( Tokyo ( PI_8424 , - ) ( PI_8424 , - ) ( PI_8424 , - ) , PI_54610 ) , C.N.S. ( Clemson ( PI_71659 , - ) , - ) ) ( Ogden ( Tokyo ( PI_8424 , - ) ( PI_8424 , - ) , PI_54610 ) ( Tokyo ( PI_8424 , - ) ( PI_8424 , - ) ( PI_8424 , - ) , PI_54610 ) ( Tokyo ( PI_8424 , - ) ( PI_8424 , - ) ( PI_8424 , - ) ( PI_8424 , - ) , PI_54610 ) ( Tokyo ( PI_8424 , - ) ( PI_8424 , - ) ( PI_8424 , - ) ( PI_8424 , - ) ( PI_8424 , - ) , PI_54610 ) , C.N.S. ( Clemson ( PI_71659 , - ) , - ) ( Clemson ( PI_71659 , - ) ( PI_71659 , - ) , - ) ) ) ( Roanoke , N45-745 ( Ogden ( Tokyo ( PI_8424 , - ) ( PI_8424 , - ) , PI_54610 ) ( Tokyo ( PI_8424 , - ) ( PI_8424 , - ) ( PI_8424 , - ) , PI_54610 ) , C.N.S. ( Clemson ( PI_71659 , - ) , - ) ) ( Ogden ( Tokyo ( PI_8424 , - ) ( PI_8424 , - ) , PI_54610 ) ( Tokyo ( PI_8424 , - ) ( PI_8424 , - ) ( PI_8424 , - ) , PI_54610 ) ( Tokyo ( PI_8424 , - ) ( PI_8424 , - ) ( PI_8424 , - ) ( PI_8424 , - ) , PI_54610 ) ( Tokyo ( PI_8424 , - ) ( PI_8424 , - ) ( PI_8424 , - ) ( PI_8424 , - ) ( PI_8424 , - ) , PI_54610 ) , C.N.S. ( Clemson ( PI_71659 , - ) , - ) ( Clemson ( PI_71659 , - ) ( PI_71659 , - ) , - ) ) ( Ogden ( Tokyo ( PI_8424 , - ) ( PI_8424 , - ) , PI_54610 ) ( Tokyo ( PI_8424 , - ) ( PI_8424 , - ) ( PI_8424 , - ) , PI_54610 ) ( Tokyo ( PI_8424 , - ) ( PI_8424 , - ) ( PI_8424 , - ) ( PI_8424 , - ) , PI_54610 ) ( Tokyo ( PI_8424 , - ) ( PI_8424 , - ) ( PI_8424 , - ) ( PI_8424 , - ) ( PI_8424 , - ) , PI_54610 ) ( Tokyo ( PI_8424 , - ) ( PI_8424 , - ) ( PI_8424 , - ) ( PI_8424 , - ) ( PI_8424 , - ) ( PI_8424 , - ) , PI_54610 ) ( Tokyo ( PI_8424 , - ) ( PI_8424 , - ) ( PI_8424 , - ) ( PI_8424 , - ) ( PI_8424 , - ) ( PI_8424 , - ) ( PI_8424 , - ) , PI_54610 ) , C.N.S. ( Clemson ( PI_71659 , - ) , - ) ( Clemson ( PI_71659 , - ) ( PI_71659 , - ) , - ) ( Clemson ( PI_71659 , - ) ( PI_71659 , - ) ( PI_71659 , - ) , - ) ) ) , D55-4168 ( Ogden ( Tokyo ( PI_8424 , - ) ( PI_8424 , - ) , PI_54610 ) , Biloxi ( PI_23211 , - ) ) ( Ogden ( Tokyo ( PI_8424 , - ) ( PI_8424 , - ) , PI_54610 ) ( Tokyo ( PI_8424 , - ) ( PI_8424 , - ) ( PI_8424 , - ) , PI_54610 ) ( Tokyo ( PI_8424 , - ) ( PI_8424 , - ) ( PI_8424 , - ) ( PI_8424 , - ) , PI_54610 ) , Biloxi ( PI_23211 , - ) ( PI_23211 , - ) ) ( Ogden ( Tokyo ( PI_8424 , - ) ( PI_8424 , - ) , PI_54610 ) ( Tokyo ( PI_8424 , - ) ( PI_8424 , - ) ( PI_8424 , - ) , PI_54610 ) ( Tokyo ( PI_8424 , - ) ( PI_8424 , - ) ( PI_8424 , - ) ( PI_8424 , - ) , PI_54610 ) ( Tokyo ( PI_8424 , - ) ( PI_8424 , - ) ( PI_8424 , - ) ( PI_8424 , - ) ( PI_8424 , - ) , PI_54610 ) ( Tokyo ( PI_8424 , - ) ( PI_8424 , - ) ( PI_8424 , - ) ( PI_8424 , - ) ( PI_8424 , - ) ( PI_8424 , - ) , PI_54610 ) , Biloxi ( PI_23211 , - ) ( PI_23211 , - ) ( PI_23211 , - ) ) ) ) ) , N72-3213 ( D67-B5 ( D62-7816 , Lee ) , N64-2451 ) ) , Johnston ) , PI_43832B ) , K1309 ( K1133 ( V75-345 ( Essex , Shore ) , S76-2120 ( D67-3297 , Essex ) ) , N83-375 ( N76-098 ( N70-1741 ( Dare , D65-6765 ( D58-3358 , D59-9289 ( D51-4877 ( Roanoke , N45-745 ( Ogden ( Tokyo ( PI_8424 , - ) ( PI_8424 , - ) , PI_54610 ) ( Tokyo ( PI_8424 , - ) ( PI_8424 , - ) ( PI_8424 , - ) , PI_54610 ) , C.N.S. ( Clemson ( PI_71659 , - ) , - ) ) ) , D55-4168 ( Ogden ( Tokyo ( PI_8424 , - ) ( PI_8424 , - ) , PI_54610 ) , Biloxi ( PI_23211 , - ) ) ) ) ( D58-3358 , D59-9289 ( D51-4877 ( Roanoke , N45-745 ( Ogden ( Tokyo ( PI_8424 , - ) ( PI_8424 , - ) , PI_54610 ) ( Tokyo ( PI_8424 , - ) ( PI_8424 , - ) ( PI_8424 , - ) , PI_54610 ) , C.N.S. ( Clemson ( PI_71659 , - ) , - ) ) ) , D55-4168 ( Ogden ( Tokyo ( PI_8424 , - ) ( PI_8424 , - ) , PI_54610 ) , Biloxi ( PI_23211 , - ) ) ) ( D51-4877 ( Roanoke , N45-745 ( Ogden ( Tokyo ( PI_8424 , - ) ( PI_8424 , - ) , PI_54610 ) ( Tokyo ( PI_8424 , - ) ( PI_8424 , - ) ( PI_8424 , - ) , PI_54610 ) , C.N.S. ( Clemson ( PI_71659 , - ) , - ) ) ) ( Roanoke , N45-745 ( Ogden ( Tokyo ( PI_8424 , - ) ( PI_8424 , - ) , PI_54610 ) ( Tokyo ( PI_8424 , - ) ( PI_8424 , - ) ( PI_8424 , - ) , PI_54610 ) , C.N.S. ( Clemson ( PI_71659 , - ) , - ) ) ( Ogden ( Tokyo ( PI_8424 , - ) ( PI_8424 , - ) , PI_54610 ) ( Tokyo ( PI_8424 , - ) ( PI_8424 , - ) ( PI_8424 , - ) , PI_54610 ) ( Tokyo ( PI_8424 , - ) ( PI_8424 , - ) ( PI_8424 , - ) ( PI_8424 , - ) , PI_54610 ) ( Tokyo ( PI_8424 , - ) ( PI_8424 , - ) ( PI_8424 , - ) ( PI_8424 , - ) ( PI_8424 , - ) , PI_54610 ) , C.N.S. ( Clemson ( PI_71659 , - ) , - ) ( Clemson ( PI_71659 , - ) ( PI_71659 , - ) , - ) ) ) , D55-4168 ( Ogden ( Tokyo ( PI_8424 , - ) ( PI_8424 , - ) , PI_54610 ) , Biloxi ( PI_23211 , - ) ) ( Ogden ( Tokyo ( PI_8424 , - ) ( PI_8424 , - ) , PI_54610 ) ( Tokyo ( PI_8424 , - ) ( PI_8424 , - ) ( PI_8424 , - ) , PI_54610 ) ( Tokyo ( PI_8424 , - ) ( PI_8424 , - ) ( PI_8424 , - ) ( PI_8424 , - ) , PI_54610 ) , Biloxi ( PI_23211 , - ) ( PI_23211 , - ) ) ) ) ) , Essex ) , N76-683 ( N70-1501 ( Dare , D65-6765 ( D58-3358 , D59-9289 ( D51-4877 ( Roanoke , N45-745 ( Ogden ( Tokyo ( PI_8424 , - ) ( PI_8424 , - ) , PI_54610 ) ( Tokyo ( PI_8424 , - ) ( PI_8424 , - ) ( PI_8424 , - ) , PI_54610 ) , C.N.S. ( Clemson ( PI_71659 , - ) , - ) ) ) , D55-4168 ( Ogden ( Tokyo ( PI_8424 , - ) ( PI_8424 , - ) , PI_54610 ) , Biloxi ( PI_23211 , - ) ) ) ) ) , N70-2173 ( Hampton ( Majos ( Tokyo ( PI_8424 , - ) , Yelredo ( Mammoth_Yellow , Laredo ) ) , Lee ) , Ransom ) ) ) ) ) )	-	-
TN09-004	Fowler	Anand	( Fowler , Anand )	-	-
TN09-016	Fowler	Anand	( Fowler , Anand )	-	-
TN09-029	Fowler	Anand	( Fowler , Anand )	-	-
TN09-168	MD00-5326	HC99-2846	( MD00-5326 ( KY91-11114 ( Asgrow_A3935 ( M0474C ( Mitchell ( Amsoy , Wayne ) , - ) , Asgrow_A3127 ( Williams , Essex ) ( Williams , Essex ) ) , KY84-1616 ( K1044 ( Tracy , Williams ) , Williams ) ) , Croton_3.9 ( HC80-1944 ( L73U-632 ( Miller_67 , L66L-140 ( Wayne , L57-0034 ( Clark , Adams ) ) ) , Elf ) , Asgrow_A3127 ( Williams , Essex ) ) ) , HC99-2846 ( DPL_3478 , Stressland ) )	-	-
TN09-193	TN02-302	U98-307917	( TN02-302 , U98-307917 ( U94-2306 ( Holt ( Sherman , Harper ) , Dairyland_DSR304 ( Williams , - ) ) , A92-525014 ( IA2008 ( BSR_101 , A80-244003 ( Northrup_King_S1492 ( Corsoy , Wayne ) , Pella ) ) , Kenwood ) ) )	-	-
TN09-242	S98-1375	TN02-225	( S98-1375 ( N90-516 ( Hutcheson , N83-1014 ( GaSoy_17 ( Bragg , Hood ) , N77-940 ( N70-1540 ( Dare , D65-6765 ( D58-3358 , D59-9289 ( D51-4877 ( Roanoke , N45-745 ( Ogden ( Tokyo ( PI_8424 , - ) , PI_54610 ) ( Tokyo ( PI_8424 , - ) ( PI_8424 , - ) , PI_54610 ) , C.N.S. ( Clemson ( PI_71659 , - ) , - ) ) ) , D55-4168 ( Ogden ( Tokyo ( PI_8424 , - ) , PI_54610 ) , Biloxi ( PI_23211 , - ) ) ) ) ) , Centennial ) ) ) , S92-1666 ( Hartz_H5164 , Hartwig ) ) , TN02-225 ( Fowler , Anand ) )	-	-
TN09-44,420	TN02-226	MON_RR2Y	( TN02-226 ( Fowler , Anand ) , MON_RR2Y )	-	-
TN09-45	TN02-226	MON_RR2Y	( TN02-226 ( Fowler , Anand ) , MON_RR2Y )	-	-
TN09-45,368	TN02-226	MON_RR2Y	( TN02-226 ( Fowler , Anand ) , MON_RR2Y )	-	-
TN09-45432	TN02-226	MON_RR2Y	( TN02-226 ( Fowler , Anand ) , MON_RR2Y )	-	-
TN09-46	TN02-226	MON_RR2Y	( TN02-226 ( Fowler , Anand ) , MON_RR2Y )	-	-
TN09-46551	TN02-226	MON_RR2Y	( TN02-226 ( Fowler , Anand ) , MON_RR2Y )	-	-
TN09-46989	TN02-226	MON_RR2Y	( TN02-226 ( Fowler , Anand ) , MON_RR2Y )	-	-
